282,2
283,0
284,2
285,2
286,2
287,2
288,0
289,1
290,1
291,5
292,2
293,6
294,4
295,2
296,4
297,1
298,1
299,5
300,2
301,0
302,4
303,0
304,4
305,3
306,6
307,5
308,2
309,3
310,3
311,5
312,6
313,4
314,2
315,1
316,3
317,2
318,4
319,5
320,6
321,0
322,5
323,6
324,6
325,2
326,2
327,6
328,5
329,6
330,4
331,3
332,6
333,7
334,7
335,8
336,6
337,6
338,3
339,6
340,3
341,4
342,8
343,8
344,2
345,6
346,8
347,7
348,6
349,5
350,4
351,7
352,5
353,4
354,4
355,6
356,5
357,4
358,8
359,1
360,3
361,6
362,8
363,8
364,4
365,7
366,5
367,9
368,4
369,7
370,5
371,6
372,7
373,6
374,3
375,7
376,6
377,6
378,8
379,8
380,0
381,0
382,0
383,0
384,0
385,1
386,2
387,0
388,0
389,0
390,1
391,4
392,0
393,0
394,0
395,1
396,0
397,1
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,1
406,0
407,0
408,1
409,1
410,0
411,1
412,2
413,0
414,0
415,0
416,0
417,0
418,0
419,1
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,1
431,0
432,0
433,0
434,0
435,0
436,1
437,1
438,0
439,1
440,0
441,0
442,0
443,0
444,0
445,1
446,0
447,0
448,1
449,0
450,0
451,0
452,0
453,0
454,1
455,1
456,0
457,0
458,0
459,1
460,0
461,0
462,0
463,0
464,1
465,0
466,2
467,1
468,2
469,3
470,1
471,0
472,1
473,1
474,1
475,0
476,0
477,0
478,1
479,4
480,0
481,0
482,2
483,4
484,0
485,3
486,1
487,0
488,2
489,2
490,0
491,1
492,4
493,3
494,2
495,0
496,0
497,2
498,0
499,2
500,2
501,1
502,3
503,3
504,3
505,3
506,0
507,3
508,3
509,0
510,3
511,3
512,1
513,3
514,4
515,1
516,4
517,3
518,4
519,3
520,4
521,3
522,2
523,3
524,2
525,1
526,4
527,4
528,3
529,3
530,2
531,0
532,2
533,2
534,2
535,4
536,2
537,2
538,2
539,0
540,2
541,1
542,2
543,2
544,1
545,1
546,4
547,1
548,3
549,4
550,2
551,3
552,3
553,4
554,4
555,0
556,4
557,2
558,3
559,0
560,1
561,2
562,2
563,3
564,1
565,4
566,3
567,5
568,3
569,4
570,5
571,3
572,0
573,0
574,3
575,5
576,3
577,0
578,0
579,1
580,0
581,0
582,0
583,0
584,0
585,1
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,1
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,1
716,0
717,1
718,0
719,1
720,1
721,1
722,1
723,1
724,1
725,1
726,1
727,3
728,4
729,1
730,0
731,3
732,0
733,1
734,0
735,3
736,2
737,4
738,3
739,3
740,5
741,4
742,4
743,4
744,4
745,1
746,5
747,5
748,4
749,3
750,1
751,7
752,2
753,2
754,7
755,3
756,6
757,6
758,3
759,3
760,4
761,4
762,4
763,5
764,0
765,4
766,1
767,4
768,6
769,6
770,3
771,4
772,2
773,3
774,4
775,6
776,6
777,3
778,4
779,3
780,2
781,5
782,3
783,2
784,4
785,4
786,5
787,5
788,5
789,4
790,4
791,5
792,3
793,4
794,4
795,5
796,4
797,4
798,1
799,3
800,4
801,3
802,6
803,2
804,5
805,4
806,4
807,1
808,4
809,5
810,5
811,6
812,0
813,5
814,5
815,5
816,2
817,4
818,2
819,5
820,2
821,1
822,2
823,1
824,1
825,1
826,3
827,3
828,3
829,3
830,0
831,3
832,2
833,1
834,2
835,4
836,4
837,1
838,2
839,0
840,3
841,4
842,0
843,3
844,5
845,2
846,4
847,1
848,0
849,5
850,5
851,5
852,5
853,2
854,0
855,3
856,3
857,2
858,3
859,1
860,3
861,2
862,4
863,1
864,1
865,1
866,0
867,0
868,0
869,0
870,1
871,1
872,3
873,1
874,0
875,0
876,0
877,2
878,2
879,1
880,0
881,1
882,4
883,4
884,4
885,0
886,3
887,1
888,5
889,6
890,5
891,5
892,5
893,5
894,7
895,9
896,9
897,3
898,5
899,8
900,7
901,9
902,6
903,3
904,8
905,7
906,8
907,4
908,6
909,4
910,6
911,5
912,6
913,8
914,2
915,5
916,5
917,6
918,2
919,6
920,5
921,2
922,3
923,5
924,1
925,1
926,5
927,2
928,6
929,5
930,3
931,6
932,6
933,4
934,5
935,2
936,6
937,1
938,5
939,9
940,6
941,2
942,1
943,2
944,7
945,3
946,6
947,9
948,7
949,3
950,4
951,4
952,8
953,8
954,4
955,8
956,8
957,7
958,6
959,8
960,6
961,7
962,4
963,8
964,8
965,5
966,1
967,8
968,8
969,8
970,8
971,2
972,7
973,6
974,10
975,1
976,4
977,8
978,5
979,7
980,8
981,9
982,9
983,6
984,9
985,8
986,9
987,10
988,0
989,5
990,7
991,8
992,7
993,8
994,10
995,9
996,7
997,5
998,7
999,8
1000,10
